bezirk,brw,nutzung,stichtag,anwert,verfahrensart,gfz,beitragszustand,lumnum,brwid
Pankow,800,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2430
Pankow,800,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2431
Spandau,1000,W - Wohngebiet,2026-01-01,,,1.2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2432
Spandau,800,G - Gewerbe,2026-01-01,,,1.6,Beitragsfrei nach BauGB,,2433
Tempelhof-Schöneberg,3000,M2 - Mischgebiet,2026-01-01,,,3,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2434
Pankow,3000,M1 - Kerngebiet,2026-01-01,,,3,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2435
Treptow-Köpenick,1000,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2437
Steglitz-Zehlendorf,2400,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2438
Treptow-Köpenick,440,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,2439
Treptow-Köpenick,460,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,2440
Treptow-Köpenick,440,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,2441
Treptow-Köpenick,460,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,2442
Marzahn-Hellersdorf,450,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,2443
Lichtenberg,1100,W - Wohngebiet,2026-01-01,,,1.8,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2444
Neukölln,2800,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2445
Spandau,900,W - Wohngebiet,2026-01-01,,,1.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2446
Charlottenburg-Wilmersdorf,7000,M1 - Kerngebiet,2026-01-01,,,4.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2448
Charlottenburg-Wilmersdorf,6500,M2 - Mischgebiet,2026-01-01,,,3,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2449
Spandau,200,GB - Gemeinbedarf,2026-01-01,,,,Beitragsfrei nach BauGB,,2450
Friedrichshain-Kreuzberg,800,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,2452
Friedrichshain-Kreuzberg,2500,G - Gewerbe,2026-01-01,,,3,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2453
Marzahn-Hellersdorf,1000,M2 - Mischgebiet,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2454
Neukölln,400,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,2455
Lichtenberg,500,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2456
Pankow,1500,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2457
Treptow-Köpenick,950,W - Wohngebiet,2026-01-01,,,1.2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2458
Lichtenberg,1200,W - Wohngebiet,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2459
Lichtenberg,1200,W - Wohngebiet,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2460
Lichtenberg,1200,W - Wohngebiet,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2461
Mitte,8000,M1 - Kerngebiet,2026-01-01,,,4.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2462
Spandau,900,W - Wohngebiet,2026-01-01,,,1.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2463
Lichtenberg,650,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2464
Lichtenberg,650,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2465
Lichtenberg,300,GB - Gemeinbedarf,2026-01-01,,,,Beitragsfrei nach BauGB,,2466
Treptow-Köpenick,220,GB - Gemeinbedarf,2026-01-01,,,,Beitragsfrei nach BauGB,,2469
Treptow-Köpenick,900,W - Wohngebiet,2026-01-01,,,1.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2470
Treptow-Köpenick,480,W - Wohngebiet,2026-01-01,EU,Entw,0.4,Beitragsfrei nach BauGB,,2471
Treptow-Köpenick,300,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,2472
Treptow-Köpenick,300,G - Gewerbe,2026-01-01,EU,Entw,,Beitragsfrei nach BauGB,,2473
Treptow-Köpenick,500,W - Wohngebiet,2026-01-01,EU,Entw,0.8,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2474
Friedrichshain-Kreuzberg,2500,G - Gewerbe,2026-01-01,,,2.4,Beitragsfrei nach BauGB,,2476
Friedrichshain-Kreuzberg,2500,G - Gewerbe,2026-01-01,,,2.5,Beitragsfrei nach BauGB,,2477
Neukölln,1000,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2478
Lichtenberg,800,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2479
Spandau,900,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2480
Neukölln,400,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,2481
Treptow-Köpenick,1000,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2482
Spandau,250,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,2483
Pankow,400,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,2484
Spandau,460,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,2485
Spandau,480,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,2486
Steglitz-Zehlendorf,1000,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,2488
Friedrichshain-Kreuzberg,3500,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2489
Friedrichshain-Kreuzberg,3500,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2490
Friedrichshain-Kreuzberg,4000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2491
Friedrichshain-Kreuzberg,3000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2492
Charlottenburg-Wilmersdorf,3500,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2493
Friedrichshain-Kreuzberg,4000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2494
Friedrichshain-Kreuzberg,3800,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2495
Mitte,3800,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2496
Mitte,10000,M1 - Kerngebiet,2026-01-01,,,4.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2498
Charlottenburg-Wilmersdorf,4500,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2499
Charlottenburg-Wilmersdorf,6500,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2500
Charlottenburg-Wilmersdorf,4000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2501
Charlottenburg-Wilmersdorf,3800,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2502
Charlottenburg-Wilmersdorf,3800,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2503
Charlottenburg-Wilmersdorf,4000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2504
Charlottenburg-Wilmersdorf,3500,M1 - Kerngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2505
Tempelhof-Schöneberg,4000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2506
Tempelhof-Schöneberg,3800,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2507
Tempelhof-Schöneberg,3800,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2508
Tempelhof-Schöneberg,3000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2509
Tempelhof-Schöneberg,3000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2510
Tempelhof-Schöneberg,640,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2511
Tempelhof-Schöneberg,640,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2512
Treptow-Köpenick,850,W - Wohngebiet,2026-01-01,,,1.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2514
Treptow-Köpenick,1000,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2515
Marzahn-Hellersdorf,180,GB - Gemeinbedarf,2026-01-01,,,,Beitragsfrei nach BauGB,,2516
Spandau,200,GB - Gemeinbedarf,2026-01-01,,,,Beitragsfrei nach BauGB,,2517
Treptow-Köpenick,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2518
Treptow-Köpenick,620,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,2519
Mitte,1400,W - Wohngebiet,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2520
Mitte,1400,W - Wohngebiet,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2521
Friedrichshain-Kreuzberg,3000,M2 - Mischgebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2522
Charlottenburg-Wilmersdorf,4000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2523
Reinickendorf,1300,W - Wohngebiet,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2524
Reinickendorf,1200,W - Wohngebiet,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2525
Charlottenburg-Wilmersdorf,1800,W - Wohngebiet,2026-01-01,,,1.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2526
Reinickendorf,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2527
Marzahn-Hellersdorf,500,W - Wohngebiet,2026-01-01,,,0.8,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2528
Marzahn-Hellersdorf,500,W - Wohngebiet,2026-01-01,,,0.8,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2529
Mitte,1100,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2530
Treptow-Köpenick,490,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2532
Treptow-Köpenick,540,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2533
Treptow-Köpenick,410,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,2534
Pankow,500,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2535
Lichtenberg,470,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2536
Lichtenberg,490,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2537
Spandau,400,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,2538
Neukölln,570,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2539
Lichtenberg,510,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2540
Spandau,380,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2541
Neukölln,470,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2542
Spandau,450,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2543
Reinickendorf,380,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2544
Mitte,450,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,2545
Tempelhof-Schöneberg,680,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2546
Pankow,580,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2547
Mitte,1700,W - Wohngebiet,2026-01-01,SU,San,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2548
Mitte,1700,W - Wohngebiet,2026-01-01,SU,San,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2549
Mitte,1800,M2 - Mischgebiet,2026-01-01,SU,San,3,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2550
Pankow,1900,W - Wohngebiet,2026-01-01,SU,San,1.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2551
Pankow,1900,W - Wohngebiet,2026-01-01,SU,San,1.5,Beitragsfrei nach BauGB,,2552
Pankow,1900,W - Wohngebiet,2026-01-01,SU,San,1.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2553
Pankow,750,G - Gewerbe,2026-01-01,SU,San,,Beitragsfrei nach BauGB,,2554
Lichtenberg,550,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2555
Pankow,500,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2556
Steglitz-Zehlendorf,1200,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2557
Charlottenburg-Wilmersdorf,1600,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2558
Treptow-Köpenick,490,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2559
Treptow-Köpenick,470,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2560
Treptow-Köpenick,460,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2561
Spandau,380,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2563
Pankow,490,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2564
Pankow,350,G - Gewerbe,2026-01-01,,,,Frei nach BauGB u. StrABG,,2565
Spandau,490,W - Wohngebiet,2026-01-01,,,0.5,Frei nach BauGB u. StrABG,,2566
Treptow-Köpenick,950,W - Wohngebiet,2026-01-01,,,1.2,Frei nach BauGB u. StrABG,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2567
Reinickendorf,440,W - Wohngebiet,2026-01-01,,,0.6,Frei nach BauGB u. StrABG,,2568
Pankow,1100,W - Wohngebiet,2026-01-01,,,1.5,Frei nach BauGB u. StrABG,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2569
Neukölln,2800,W - Wohngebiet,2026-01-01,,,2.5,Frei nach BauGB u. StrABG,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2570
Lichtenberg,500,W - Wohngebiet,2026-01-01,,,1,Frei nach BauGB u. StrABG,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2571
Spandau,220,GB - Gemeinbedarf,2026-01-01,,,,Beitragsfrei nach BauGB,,2572
Lichtenberg,200,GB - Gemeinbedarf,2026-01-01,,,,Beitragsfrei nach BauGB,,2573
Treptow-Köpenick,900,W - Wohngebiet,2026-01-01,N,Entw,1.8,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2574
Lichtenberg,1400,G - Gewerbe,2026-01-01,,,3,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2575
Tempelhof-Schöneberg,1200,G - Gewerbe,2026-01-01,,,2.4,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2576
Steglitz-Zehlendorf,850,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,2577
Neukölln,710,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2578
Pankow,5000,M2 - Mischgebiet,2026-01-01,,,3,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2579
Steglitz-Zehlendorf,650,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2580
Treptow-Köpenick,850,W - Wohngebiet,2026-01-01,,,1.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2582
Tempelhof-Schöneberg,2100,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2583
Friedrichshain-Kreuzberg,1200,GB - Gemeinbedarf,2026-01-01,,,,Beitragsfrei nach BauGB,,2584
Mitte,1200,G - Gewerbe,2026-01-01,SU,San,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2585
Mitte,1200,G - Gewerbe,2026-01-01,SU,San,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2586
Friedrichshain-Kreuzberg,1800,G - Gewerbe,2026-01-01,,,2,Frei nach BauGB u. StrABG,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2587
Tempelhof-Schöneberg,300,G - Gewerbe,2026-01-01,,,,Frei nach BauGB u. StrABG,,2588
Spandau,450,G - Gewerbe,2026-01-01,,,,Frei nach BauGB u. StrABG,,2589
Pankow,480,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,2590
Charlottenburg-Wilmersdorf,900,W - Wohngebiet,2026-01-01,,,0.4,Frei nach BauGB u. StrABG,,2591
Spandau,1600,W - Wohngebiet,2026-01-01,,,3,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2592
Spandau,500,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2593
Lichtenberg,4500,G - Gewerbe,2026-01-01,N,Entw,4,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2594
Lichtenberg,2700,W - Wohngebiet,2026-01-01,N,Entw,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2595
Friedrichshain-Kreuzberg,1000,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,2596
Marzahn-Hellersdorf,350,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,2597
